"","SQH","SXRQ"
"174","CN201120354588.2","20140129"
"175","CN201120465758.4","20140702"
"176","CN201120465759.9","20140326"
"177","CN201120465760.1","20140730"
"178","CN201120447859.9","20140702"
"179","CN201120447865.4","20140326"
"180","CN201020686174.5","20120822"
"181","CN201120307991.X","20140129"
"182","CN201320412684.7","20151216"
"183","CN201220374428.9","20151209"
"184","CN201220376145.8","20151209"
"185","CN201320412685.1","20150610"
"186","CN201320412716.3","20150923"
"187","CN201120265867.1","20150909"
"188","CN201220533982.7","20160330"
"189","CN201120307970.8","20151014"
"190","CN201120522196.2","20150204"
"191","CN201120316641.X","20151028"
"192","CN201220147287.7","20160601"
"193","CN201220376018.8","20160921"
"194","CN201120354609.0","20161109"
"195","CN201120354624.5","20161109"
"196","CN201220454154.4","20161109"
"197","CN201220008031.8","20140416"
"198","CN201220557333.0","20160302"
"199","CN201210253462.5","20150916"
"200","CN201220080438.1","20150311"
"201","CN201220080439.6","20140730"
"202","CN201220080456.X","20141119"
"203","CN201220080399.5","20140122"
"204","CN201220223073.3","20141126"
"205","CN201220355159.1","20150121"
"206","CN201120204471.6","20130814"
"207","CN201120536071.5","20140115"
"208","CN201220080447.0","20140924"
"209","CN201120112617.4","20131106"
"210","CN201120536067.9","20160210"
"211","CN201120019114.2","20160420"
"212","CN201220710163.5","20150211"
"213","CN201220710187.0","20150211"
"214","CN201220355085.1","20160302"
"215","CN201020141894.3","20160511"
"216","CN201020141957.5","20160511"
"217","CN201120204472.0","20160803"
"218","CN201120112617.4","20131106"
"219","CN201120536067.9","20160210"
"220","CN201120019114.2","20160420"
"221","CN201220710163.5","20150211"
"222","CN201220710187.0","20150211"
"223","CN201220355085.1","20160302"
"224","CN201020141894.3","20160511"
"225","CN201020141957.5","20160511"
"226","CN201120204472.0","20160803"
"227","CN201320643892.8","20160406"
"228","CN201020233345.9","20130306"
"229","CN201220311934.3","20150812"
"230","CN201020563991.1","20130918"
"231","CN201020223815.3","20120606"
"232","CN201220747613.8","20150610"
"233","CN201120018992.2","20130626"
"234","CN201420112028.X","20151216"
"235","CN201420653770.1","20160309"
"236","CN201420565760.2","20160817"
"237","CN201420360029.6","20160824"
"238","CN201420557690.6","20160907"
"239","CN201420564611.4","20160907"
"240","CN201420707252.3","20160914"
"241","CN201420702169.7","20160914"
"242","CN201220645142.X","20140723"
"243","CN201320477724.6","20150422"
"244","CN201020592853.6","20121003"
"245","CN201120269701.7","20140917"
"246","CN201120269702.1","20140917"
"247","CN201120269704.0","20140917"
"248","CN201120269705.5","20140917"
"249","CN201120269716.3","20140917"
"250","CN201120269719.7","20140917"
"251","CN201120269626.4","20140917"
"252","CN201220642071.8","20160113"
"253","CN201120493614.X","20150902"
"254","CN201110261464.4","20161019"
"255","CN201220005651.6","20150311"
"256","CN201220005569.3","20150729"
"257","CN201220005297.7","20150225"
"258","CN201220584448.9","20150812"
"259","CN201020608517.6","20130710"
"260","CN201020632514.6","20140618"
"261","CN201220710817.4","20150902"
"262","CN201120255130.1","20130306"
"263","CN201120421209.7","20150617"
"264","CN201120565294.4","20150211"
"265","CN201220584764.6","20150923"
"266","CN201320604587.8","20151118"
"267","CN201220027339.7","20160316"
"268","CN201020687697.1","20160224"
"269","CN201120565294.4","20150211"
"270","CN201220584764.6","20150923"
"271","CN201320604587.8","20151118"
"272","CN201220027339.7","20160316"
"273","CN201020687697.1","20160224"
"274","CN201230326618.9","20160907"
"275","CN201230411965.1","20161019"
"276","CN201230411988.2","20161019"
"277","CN201230411995.2","20161019"
"278","CN201230412001.9","20161019"
"279","CN201230412008.0","20161019"
"280","CN201230326618.9","20160907"
"281","CN201230411965.1","20161019"
"282","CN201230411988.2","20161019"
"283","CN201230411995.2","20161019"
"284","CN201230412001.9","20161019"
"285","CN201230412008.0","20161019"
"286","CN201010260287.3","20141022"
"287","CN201010260312.8","20141022"
"288","CN201020632855.3","20120725"
"289","CN201020502157.1","20130227"
"290","CN201320700067.7","20150909"
"291","CN201420149839.7","20160210"
"292","CN201320697950.5","20160413"
"293","CN201020502126.6","20151028"
"294","CN201020502134.0","20151028"
"295","CN201020502199.5","20131016"
"296","CN201120031725.9","20130710"
"297","CN201120031742.2","20140625"
"298","CN201120031769.1","20130403"
"299","CN201120031777.6","20140122"
"300","CN201520108244.1","20160629"
"301","CN201220652162.X","20160928"
"302","CN201130016248.4","20140326"
"303","CN201130332721.X","20151104"
"304","CN201130332734.7","20151104"
"305","CN201130329644.2","20151104"
"306","CN201030608226.2","20130116"
"307","CN201420675079.3","20160203"
"308","CN201230465182.1","20141119"
"309","CN201220027743.4","20140416"
"310","CN201020276944.9","20120321"
"311","CN201320634750.5","20160113"
"312","CN201320001025.4","20151118"
"313","CN201220545668.0","20160803"
"314","CN201120057851.1","20130417"
"315","CN201220228065.8","20151014"
"316","CN201220550621.3","20160504"
"317","CN201320078509.9","20160622"
"318","CN201220550978.1","20160622"
"319","CN201220572516.X","20150513"
"320","CN201220465799.8","20150415"
"321","CN201220572671.1","20160106"
"322","CN201120086282.3","20140521"
"323","CN201120073322.0","20140514"
"324","CN201120073346.6","20140514"
"325","CN201120073354.0","20150513"
"326","CN201120086270.0","20140521"
"327","CN201120086281.9","20140521"
"328","CN201220507025.7","20141126"
"329","CN201020681024.5","20150218"
"330","CN201020554566.6","20141126"
"331","CN201020554520.4","20141126"
"332","CN201020554530.8","20141126"
"333","CN201020554490.7","20141126"
"334","CN201120073376.7","20140514"
"335","CN201120108253.2","20140611"
"336","CN201120281212.3","20141008"
"337","CN201120293810.2","20151007"
"338","CN201120232875.6","20140820"
"339","CN201120346146.3","20151104"
"340","CN201120346110.5","20141029"
"341","CN201120379114.3","20141126"
"342","CN201120429852.4","20141217"
"343","CN201120390745.5","20141210"
"344","CN201120242718.3","20150902"
"345","CN201120346146.3","20151104"
"346","CN201120346110.5","20141029"
"347","CN201120379114.3","20141126"
"348","CN201120429852.4","20141217"
"349","CN201120390745.5","20141210"
"350","CN201120242718.3","20150902"
"351","CN201320171453.1","20140917"
"352","CN201220452349.5","20131030"
"353","CN201220296279.9","20140312"
"354","CN201220296291.X","20131002"
"355","CN201220296400.8","20150513"
"356","CN201420239119.X","20150812"
"357","CN201420239270.3","20150812"
"358","CN201320812155.6","20150311"
"359","CN201320832839.2","20150513"
"360","CN201120026387.X","20130227"
"361","CN201120121361.3","20120725"
"362","CN201120412845.3","20131002"
"363","CN201420049150.7","20150311"
"364","CN201420238654.3","20151118"
"365","CN201120413003.X","20131211"
"366","CN201120423539.X","20131218"
"367","CN201120416916.7","20141217"
"368","CN201320678212.6","20160824"
"369","CN201120121361.3","20120725"
"370","CN201120412845.3","20131002"
"371","CN201420049150.7","20150311"
"372","CN201420238654.3","20151118"
"373","CN201120413003.X","20131211"
"374","CN201120423539.X","20131218"
"375","CN201120416916.7","20141217"
"376","CN201320678212.6","20160824"
"377","CN201130001811.0","20150304"
"378","CN201130001812.5","20150304"
"379","CN201130001813.X","20150311"
"380","CN201020294748.4","20151007"
"381","CN201230606584.9","20160120"
"382","CN201230606228.7","20160120"
"383","CN201230606229.1","20160120"
"384","CN201230606015.4","20160120"
"385","CN201230606017.3","20160120"
"386","CN201230606133.5","20160120"
"387","CN201230606150.9","20160120"
"388","CN201230606151.3","20160120"
"389","CN201230606174.4","20160120"
"390","CN201230606329.4","20160120"
"391","CN201230605757.5","20160120"
"392","CN201230605840.2","20160120"
"393","CN201330048112.0","20160413"
"394","CN201130220879.8","20150902"
"395","CN201130220799.2","20150902"
"396","CN201130220883.4","20150902"
"397","CN201130220907.6","20150902"
"398","CN201230605757.5","20160120"
"399","CN201230605840.2","20160120"
"400","CN201330048112.0","20160413"
"401","CN201130220879.8","20150902"
"402","CN201130220799.2","20150902"
"403","CN201130220883.4","20150902"
"404","CN201130220907.6","20150902"
"405","CN201220090954.2","20130605"
"406","CN201120056775.2","20130227"
"407","CN201420414030.2","20160504"
"408","CN201320760226.2","20160316"
"409","CN201420456732.7","20160622"
"410","CN201420459458.9","20160817"
"411","CN201420456733.1","20160824"
"412","CN201220361588.X","20150909"
"413","CN201220361590.7","20150909"
"414","CN201220361846.4","20150909"
"415","CN201220361742.3","20150909"
"416","CN201220361743.8","20150909"
"417","CN201220361744.2","20150909"
"418","CN201220361728.3","20140910"
"419","CN201220361741.9","20160907"
"420","CN201220361727.9","20160907"
"421","CN201220360985.5","20160907"
"422","CN201220488123.0","20140521"
"423","CN201020523352.2","20120718"
"424","CN201120026662.8","20130327"
"425","CN201120010759.X","20120822"
"426","CN201120224812.6","20130306"
"427","CN201220630531.5","20150722"
"428","CN201320259364.2","20151230"
"429","CN201420362974.X","20160330"
"430","CN201420043113.5","20160330"
"431","CN201420503536.0","20160824"
"432","CN201420507379.0","20160921"
"433","CN201120566255.6","20140212"
"434","CN201220559948.7","20151209"
"435","CN201120520903.4","20160127"
"436","CN201120520904.9","20160127"
"437","CN201120520905.3","20160127"
"438","CN201120520951.3","20160127"
"439","CN201120515364.5","20140212"
"440","CN201120515365.X","20140212"
"441","CN201120513309.2","20160127"
"442","CN201120516726.2","20160127"
"443","CN201120516727.7","20140212"
"444","CN201120518798.0","20160127"
"445","CN201120515424.3","20160127"
"446","CN201120515396.5","20140212"
"447","CN201220265626.1","20160803"
"448","CN201320018392.5","20141231"
"449","CN201220332772.1","20140716"
"450","CN201220331309.5","20141217"
"451","CN201020525083.3","20131204"
"452","CN201020587389.1","20130918"
"453","CN201020587403.8","20141231"
"454","CN201020588669.4","20141022"
"455","CN201020588676.4","20150408"
"456","CN201020587552.4","20131127"
"457","CN201120339832.8","20150624"
"458","CN201120322016.6","20150624"
"459","CN201120280996.8","20151209"
"460","CN201220404207.1","20151209"
"461","CN201220587123.6","20160330"
"462","CN201320402001.X","20160629"
"463","CN201320402016.6","20160727"
"464","CN201220627720.7","20160803"
"465","CN201320465419.5","20160810"
"466","CN201320396397.1","20160824"
"467","CN201220500037.7","20161005"
"468","CN201220265156.9","20131225"
"469","CN201320383508.5","20160203"
"470","CN201230478537.0","20151125"
"471","CN201020643792.1","20131113"
"472","CN201020645325.2","20131009"
"473","CN201120461956.3","20141231"
"474","CN201220615618.5","20141231"
"475","CN201320014100.0","20150311"
"476","CN201020672659.9","20160210"
"477","CN201020681695.1","20150218"
"478","CN201020672702.1","20160210"
"479","CN201020565052.0","20151202"
"480","CN201020616154.0","20160113"
"481","CN201020584093.4","20151223"
"482","CN201020584102.X","20151223"
"483","CN201020611370.6","20160106"
"484","CN201120063872.4","20150422"
"485","CN201120063846.1","20150422"
"486","CN201120449873.2","20160106"
"487","CN201120413678.4","20151216"
"488","CN201120413732.5","20151216"
"489","CN201220595521.2","20160106"
"490","CN201120214406.1","20150812"
"491","CN201420092068.2","20160629"
"492","CN201120164074.0","20160706"
"493","CN201020271019.7","20160921"
"494","CN201120369902.4","20161116"
"495","CN201030286270.6","20151007"
"496","CN201220435493.8","20160127"
"497","CN201320883241.6","20160601"
"498","CN201230408070.2","20151028"
"499","CN201330150466.6","20150617"
"500","CN201230032851.6","20140402"
"501","CN201230015722.6","20160316"
"502","CN201020700917.X","20150225"
"503","CN201120036182.X","20160316"
"504","CN201220024536.3","20160316"
"505","CN201220024555.6","20160316"
"506","CN201220024246.9","20160316"
"507","CN201120194795.6","20140730"
"508","CN201320793709.2","20160525"
"509","CN201220077333.0","20140205"
"510","CN201120521993.9","20130619"
"511","CN201120438614.X","20130612"
"512","CN201120438574.9","20151230"
"513","CN201120443478.3","20160106"
"514","CN201220310329.4","20140528"
"515","CN201120333129.6","20140409"
"516","CN201120056796.4","20130306"
"517","CN201420249366.8","20160824"
"518","CN201220623656.5","20160608"
"519","CN201220612613.7","20160615"
"520","CN201220110873.4","20141126"
"521","CN201020160369.6","20130703"
"522","CN201020586006.9","20130227"
"523","CN201020696451.0","20130814"
"524","CN201020646080.5","20130904"
"525","CN201120134737.4","20130227"
"526","CN201120387093.X","20131204"
"527","CN201120387118.6","20131204"
"528","CN201220286607.7","20150318"
"529","CN201220287485.3","20150708"
"530","CN201220157126.6","20141001"
"531","CN201120377169.0","20140219"
"532","CN201020521116.7","20130417"
"533","CN201020622883.7","20130417"
"534","CN201220466457.8","20151223"
"535","CN201220257213.9","20151230"
"536","CN201320736039.0","20160309"
"537","CN201020530601.0","20141029"
"538","CN201120490600.2","20160113"
"539","CN201120575816.9","20160803"
"540","CN201120405525.5","20131106"
"541","CN201120257604.6","20150429"
"542","CN201320813721.5","20150722"
"543","CN201120511755.X","20140205"
"544","CN201120511762.X","20140205"
"545","CN201120511776.1","20140205"
"546","CN201120511777.6","20140205"
"547","CN201220459179.3","20161109"
"548","CN201320813721.5","20150722"
"549","CN201120511755.X","20140205"
"550","CN201120511762.X","20140205"
"551","CN201120511776.1","20140205"
"552","CN201120511777.6","20140205"
"553","CN201220459179.3","20161109"
"554","CN201120448816.2","20130306"
"555","CN201320766921.X","20160504"
"556","CN201220343447.5","20141210"
"557","CN201230071508.2","20140514"
"558","CN201230071555.7","20140514"
"559","CN201230071581.X","20140514"
"560","CN201230071612.1","20140514"
"561","CN201030700402.5","20140226"
"562","CN201030706209.2","20130227"
"563","CN201030706212.4","20130227"
"564","CN201030706213.9","20130227"
"565","CN201030700299.4","20140226"
"566","CN201230071508.2","20140514"
"567","CN201230071555.7","20140514"
"568","CN201230071581.X","20140514"
"569","CN201230071612.1","20140514"
"570","CN201030700402.5","20140226"
"571","CN201030706209.2","20130227"
"572","CN201030706212.4","20130227"
"573","CN201030706213.9","20130227"
"574","CN201030700299.4","20140226"
"575","CN201220274223.3","20141105"
"576","CN201220574253.6","20141210"
"577","CN201020507423.X","20120704"
"578","CN201420138282.7","20160420"
"579","CN201220274210.6","20160803"
"580","CN201420378150.1","20160601"
"581","CN201130075448.7","20150805"
"582","CN201130145848.0","20150805"
"583","CN201130145851.2","20150805"
"584","CN201220383925.5","20141029"
"585","CN201120125767.9","20140129"
"586","CN201120243240.6","20131009"
"587","CN201120267120.X","20131204"
"588","CN201120470914.6","20160302"
"589","CN201220368274.2","20160921"
"590","CN201220383836.0","20160928"
"591","CN201030569295.7","20151209"
"592","CN201030569296.1","20151209"
"593","CN201030289093.7","20151028"
"594","CN201030289115.X","20151028"
"595","CN201220585124.7","20150826"
"596","CN201420618682.8","20160907"
"597","CN201030569295.7","20151209"
"598","CN201030569296.1","20151209"
"599","CN201030289093.7","20151028"
"600","CN201030289115.X","20151028"
"601","CN201220585124.7","20150826"
"602","CN201420618682.8","20160907"
"603","CN201130506989.0","20160302"
"604","CN201130507003.1","20160302"
"605","CN201130188363.X","20150812"
"606","CN201130133790.8","20160720"
"607","CN201130134026.2","20160720"
"608","CN201220303286.7","20150715"
"609","CN201020507783.X","20120530"
"610","CN201120063522.8","20130717"
"611","CN201220303289.0","20150930"
"612","CN201420063091.9","20160309"
"613","CN201130492305.6","20160210"
"614","CN201130492278.2","20160210"
"615","CN201220062394.X","20131204"
"616","CN201320222045.4","20150617"
"617","CN201320264828.9","20150701"
"618","CN201010593733.2","20160210"
"619","CN201010550163.9","20160106"
"620","CN201110072456.5","20160511"
"621","CN201110066693.0","20160511"
"622","CN201110071188.5","20160511"
"623","CN201120101061.9","20150527"
"624","CN201020661265.3","20160210"
"625","CN201020664842.4","20160203"
"626","CN201020664856.6","20160210"
"627","CN201120080646.7","20150513"
"628","CN201120079400.8","20150513"
"629","CN201120073546.1","20150506"
"630","CN201120073564.X","20150506"
"631","CN201120298016.7","20151007"
"632","CN201120060281.1","20130313"
"633","CN201320685751.2","20151021"
"634","CN201320712775.2","20151021"
"635","CN201220341993.5","20150107"
"636","CN201320368935.6","20150506"
"637","CN201320328593.5","20150506"
"638","CN201420460842.0","20160824"
"639","CN201520395261.8","20160921"
"640","CN201220747159.6","20150708"
"641","CN201120532139.2","20130807"
"642","CN201320262231.0","20151028"
"643","CN201320782189.5","20160615"
"644","CN201320766369.4","20160615"
"645","CN201320764561.X","20161019"
"646","CN201220747159.6","20150708"
"647","CN201120532139.2","20130807"
"648","CN201320262231.0","20151028"
"649","CN201320782189.5","20160615"
"650","CN201320766369.4","20160615"
"651","CN201320764561.X","20161019"
"652","CN201020218058.0","20140402"
"653","CN201020218090.9","20130501"
"654","CN201320140329.9","20150624"
"655","CN201020281300.9","20140702"
"656","CN201020281323.X","20140521"
"657","CN201020259299.X","20130904"
"658","CN201320100722.5","20160420"
"659","CN201220095662.8","20160420"
"660","CN201320204089.4","20160427"
"661","CN201320095461.2","20160629"
"662","CN201020577099.9","20120704"
"663","CN201320269405.6","20150805"
"664","CN201320269325.0","20150513"
"665","CN201320320575.2","20150708"
"666","CN201320319943.1","20150513"
"667","CN201020682546.7","20130508"
"668","CN201020682549.0","20130227"
"669","CN201020223127.7","20111026"
"670","CN201120206134.0","20130717"
"671","CN201120206135.5","20130821"
"672","CN201120188504.2","20140122"
"673","CN201320787865.8","20151216"
"674","CN201320296294.8","20160106"
"675","CN201320269449.9","20150930"
"676","CN201420203991.9","20150930"
"677","CN201320561689.6","20151028"
"678","CN201320821489.X","20151028"
"679","CN201320561556.9","20160120"
"680","CN201320561619.0","20160120"
"681","CN201320561893.8","20160120"
"682","CN201420232484.8","20160120"
"683","CN201320561894.2","20160210"
"684","CN201320561825.1","20160210"
"685","CN201320561686.2","20160210"
"686","CN201320561716.X","20160302"
"687","CN201320561717.4","20160413"
"688","CN201320561891.9","20160511"
"689","CN201420232480.X","20160511"
"690","CN201320821486.6","20160629"
"691","CN201320561648.7","20160706"
"692","CN201320561534.2","20160810"
"693","CN201320561650.4","20160810"
"694","CN201420134852.5","20160817"
"695","CN201520292994.9","20160817"
"696","CN201420673734.1","20160824"
"697","CN201320686194.6","20160824"
"698","CN201320561534.2","20160810"
"699","CN201320561650.4","20160810"
"700","CN201420134852.5","20160817"
"701","CN201520292994.9","20160817"
"702","CN201420673734.1","20160824"
"703","CN201320686194.6","20160824"
"704","CN201320830844.X","20150121"
"705","CN200910201389.5","20160210"
"706","CN201130340100.6","20151118"
"707","CN201130340111.4","20151118"
"708","CN201220740043.X","20150107"
"709","CN201320386544.7","20160127"
"710","CN201320813129.5","20160921"
"711","CN201420608159.7","20160302"
"712","CN201420277713.8","20160525"
"713","CN201220350588.X","20141224"
"714","CN201220385334.1","20140903"
"715","CN201420133182.5","20150708"
"716","CN201230574942.2","20150107"
"717","CN201220166318.3","20141029"
"718","CN201220165220.6","20141015"
"719","CN201220245910.2","20141029"
"720","CN201220242959.2","20141126"
"721","CN201020206455.6","20130529"
"722","CN201320128297.0","20150624"
"723","CN201320102416.5","20150624"
"724","CN201320054356.4","20150218"
"725","CN201220555771.3","20150617"
"726","CN201220686439.0","20150819"
"727","CN201220501486.3","20150610"
"728","CN201320206535.5","20140924"
"729","CN201020545241.1","20130807"
"730","CN201020507059.7","20140122"
"731","CN201020507057.8","20130410"
"732","CN201020259064.0","20131113"
"733","CN201020593718.3","20130605"
"734","CN201020593720.0","20130605"
"735","CN201120019893.6","20140716"
"736","CN201120019905.5","20140910"
"737","CN201120111184.0","20130410"
"738","CN201120111178.5","20130410"
"739","CN201120055038.0","20140910"
"740","CN201120219412.6","20131113"
"741","CN201120219185.7","20130529"
"742","CN201120170647.0","20131016"
"743","CN201120170648.5","20140115"
"744","CN201120403292.5","20141029"
"745","CN201120354310.5","20140716"
"746","CN201120279334.9","20131113"
"747","CN201320149787.9","20160113"
"748","CN201320229986.0","20160427"
"749","CN201220179956.9","20160615"
"750","CN201320253760.4","20160810"
"751","CN201320253864.5","20160810"
"752","CN201420410767.7","20160824"
"753","CN201420408808.9","20160817"
"754","CN201420410768.1","20160824"
"755","CN201320254975.8","20160817"
"756","CN201520051626.5","20160824"
"757","CN201420409417.9","20160831"
"758","CN201320540546.7","20160831"
"759","CN201320692201.3","20160831"
"760","CN201420330917.3","20161109"
"761","CN201320868212.2","20160224"
"762","CN201320868357.2","20160224"
"763","CN201320668397.2","20150819"
"764","CN201020686538.X","20151125"
"765","CN201020693401.7","20160224"
"766","CN201020696728.X","20130306"
"767","CN201020694825.5","20160224"
"768","CN201120078413.3","20130522"
"769","CN201120400576.9","20151209"
"770","CN201120401124.2","20151209"
"771","CN201520186834.6","20160824"
"772","CN201520185737.5","20160824"
"773","CN201420849128.0","20161012"
"774","CN201220356422.9","20150812"
"775","CN201220358224.6","20150624"
"776","CN201020669831.5","20140409"
"777","CN201220356611.6","20151230"
"778","CN201220361163.9","20151216"
"779","CN201320423179.2","20160817"
"780","CN201220356422.9","20150812"
"781","CN201220358224.6","20150624"
"782","CN201020669831.5","20140409"
"783","CN201220356611.6","20151230"
"784","CN201220361163.9","20151216"
"785","CN201320423179.2","20160817"
"786","CN201120577643.4","20130710"
"787","CN201120577729.7","20160224"
"788","CN201120577621.8","20160224"
"789","CN201520011080.0","20160831"
"790","CN201010597321.6","20160127"
"791","CN201130511667.5","20160302"
"792","CN201230491215.X","20161116"
"793","CN201220330086.0","20150415"
"794","CN201220575676.X","20150902"
"795","CN201120286321.4","20130605"
"796","CN201120577653.8","20140416"
"797","CN201120577604.4","20141008"
"798","CN201020283889.6","20120328"
"799","CN201020283901.3","20130710"
"800","CN201020670675.4","20130227"
"801","CN201020633753.3","20130306"
"802","CN201020294959.8","20120229"
"803","CN201120358573.3","20130710"
"804","CN201120229019.5","20131106"
"805","CN201320896707.6","20151125"
"806","CN201120100858.7","20150520"
"807","CN201120577630.7","20160224"
"808","CN201120577677.3","20160224"
"809","CN201320894366.9","20160427"
"810","CN201320895893.1","20160427"
"811","CN201020254084.9","20140820"
"812","CN201020254081.5","20150819"
"813","CN201020254094.2","20150819"
"814","CN200920295572.1","20160224"
"815","CN201020633768.X","20160113"
"816","CN201020698704.8","20150225"
"817","CN200920198528.9","20141126"
"818","CN201020629872.1","20160113"
"819","CN201020642266.3","20150114"
"820","CN201020642268.2","20150114"
"821","CN201020642282.2","20160113"
"822","CN201020670761.5","20150204"
