"","SQH","SXRQ"
"236","CN201220000085.X","20160302"
"237","CN201220673463.0","20150204"
"238","CN201220591519.8","20141231"
"239","CN201220587702.0","20141217"
"240","CN201320211099.0","20150610"
"241","CN201320211097.1","20150610"
"242","CN201320211131.5","20150610"
"243","CN201320384790.9","20150819"
"244","CN201320054284.3","20150225"
"245","CN201320135847.1","20150513"
"246","CN201320135966.7","20150513"
"247","CN201320441441.6","20150909"
"248","CN201320477063.7","20150923"
"249","CN201220507792.8","20151111"
"250","CN201220605191.0","20141231"
"251","CN201220654090.2","20160120"
"252","CN201320025937.5","20160316"
"253","CN201320024809.9","20150311"
"254","CN201320024780.4","20160316"
"255","CN201320026896.1","20160316"
"256","CN201320026899.5","20160316"
"257","CN201320032723.0","20150318"
"258","CN201320717048.5","20160106"
"259","CN201420076684.9","20160406"
"260","CN201420089039.0","20160413"
"261","CN201420083197.5","20160406"
"262","CN201420088391.2","20160413"
"263","CN201420075516.8","20160406"
"264","CN201320848425.9","20160210"
"265","CN201320183806.X","20150527"
"266","CN201320091788.2","20160413"
"267","CN201320073116.9","20160302"
"268","CN201320082976.9","20150408"
"269","CN201320084640.6","20150408"
"270","CN201320084639.3","20150408"
"271","CN201320084529.7","20150408"
"272","CN201220080279.5","20160427"
"273","CN201220678274.2","20150204"
"274","CN201220737405.X","20150218"
"275","CN201220737172.3","20150218"
"276","CN201220737117.4","20150218"
"277","CN201220737118.9","20150218"
"278","CN201220737119.3","20150218"
"279","CN201320663714.1","20151223"
"280","CN201020244479.0","20120905"
"281","CN201020223043.3","20150722"
"282","CN201020238594.7","20130814"
"283","CN201020681144.5","20160210"
"284","CN200920249880.0","20151202"
"285","CN201020538398.1","20121121"
"286","CN201020586776.3","20151223"
"287","CN201020586780.X","20151223"
"288","CN201020609544.5","20130220"
"289","CN201020609574.6","20130220"
"290","CN201020568977.0","20151202"
"291","CN201020569016.1","20151202"
"292","CN201120124026.9","20150617"
"293","CN201120025784.5","20130327"
"294","CN201120058203.8","20150422"
"295","CN201120016351.3","20130327"
"296","CN201220108030.0","20150513"
"297","CN201220054996.0","20160406"
"298","CN201220050152.9","20160406"
"299","CN201220236954.9","20150708"
"300","CN201220276754.6","20140806"
"301","CN201120199291.3","20150722"
"302","CN201120192446.0","20150729"
"303","CN201120192409.X","20150729"
"304","CN201120192433.3","20150729"
"305","CN201120277148.1","20150916"
"306","CN201120278338.5","20150916"
"307","CN201120252464.3","20150902"
"308","CN201120252497.8","20150902"
"309","CN201120362472.3","20151209"
"310","CN201120494668.8","20160120"
"311","CN201220111379.X","20150513"
"312","CN201220170434.2","20150610"
"313","CN201220226393.4","20150708"
"314","CN201220226432.0","20150708"
"315","CN201120343578.9","20151104"
"316","CN201120345501.5","20151104"
"317","CN201220565604.7","20151223"
"318","CN201120546067.7","20150211"
"319","CN201120546817.0","20140219"
"320","CN201120223838.9","20130821"
"321","CN201420029415.7","20160316"
"322","CN201420076862.8","20160406"
"323","CN201420089159.0","20160413"
"324","CN201420085585.7","20160413"
"325","CN201420124192.2","20160511"
"326","CN201420143260.X","20160511"
"327","CN201420460775.2","20160427"
"328","CN201420486222.4","20160427"
"329","CN201320362006.4","20160810"
"330","CN201220297814.2","20160810"
"331","CN201320536878.8","20160810"
"332","CN201420366556.8","20160817"
"333","CN201420359169.1","20160817"
"334","CN201420392170.4","20160824"
"335","CN201320413331.9","20160824"
"336","CN201420444960.2","20160928"
"337","CN201420445637.7","20160928"
"338","CN201420437997.2","20160928"
"339","CN201420442884.1","20160928"
"340","CN201420490099.3","20161019"
"341","CN201420480576.8","20161019"
"342","CN201420482071.5","20161019"
"343","CN201420444844.0","20160928"
"344","CN201420444997.5","20160928"
"345","CN201220444336.3","20161026"
"346","CN201220443658.6","20161026"
"347","CN201220443895.2","20161026"
"348","CN201420558872.5","20161109"
"349","CN201420558876.3","20161109"
"350","CN201420505852.1","20161026"
"351","CN201120393020.1","20161130"
"352","CN201120372234.0","20161123"
"353","CN201120372351.7","20161123"
"354","CN201120372317.X","20161123"
"355","CN201120372297.6","20161123"
"356","CN201120372278.3","20161123"
"357","CN201120372267.5","20161123"
"358","CN201120372256.7","20161123"
"359","CN201220092601.6","20150527"
"360","CN201020296718.7","20130306"
"361","CN201220092602.0","20160504"
"362","CN201120143903.7","20130403"
"363","CN201120459416.1","20130911"
"364","CN201020662615.8","20120822"
"365","CN201020514501.9","20111221"
"366","CN201320532379.1","20151028"
"367","CN201320532374.9","20160210"
"368","CN201320532235.6","20160302"
"369","CN201320785427.8","20160427"
"370","CN201320688649.8","20151223"
"371","CN201320532102.9","20160810"
"372","CN201220411451.0","20161012"
"373","CN201030521326.1","20121114"
"374","CN201030521327.6","20121114"
"375","CN201030521344.X","20121114"
"376","CN201030521368.5","20121114"
"377","CN201030521378.9","20121114"
"378","CN201030501565.0","20121114"
"379","CN201020123162.1","20130306"
"380","CN201320464616.5","20150114"
"381","CN201120567164.4","20140226"
"382","CN201020280343.5","20121003"
"383","CN201320136367.7","20160511"
"384","CN201320132684.1","20160511"
"385","CN201320423233.3","20160907"
"386","CN201130000611.3","20140305"
"387","CN201130000612.8","20140305"
"388","CN201130000614.7","20140305"
"389","CN201130000615.1","20140305"
"390","CN201130000616.6","20140305"
"391","CN201130000619.X","20140305"
"392","CN201130132507.X","20150708"
"393","CN201130000577.X","20140305"
"394","CN201130000598.1","20140305"
"395","CN201130000599.6","20140305"
"396","CN201130105399.7","20150617"
"397","CN201130350566.4","20151125"
"398","CN201130350568.3","20151125"
"399","CN201330014947.4","20150318"
"400","CN201030226630.3","20140827"
"401","CN201030226751.8","20140827"
"402","CN201030226752.2","20140827"
"403","CN201030226753.7","20140827"
"404","CN201030226755.6","20140827"
"405","CN201030226756.0","20140827"
"406","CN201030226757.5","20140827"
"407","CN201030226758.X","20140827"
"408","CN201030226759.4","20140827"
"409","CN201030226760.7","20140827"
"410","CN201030226766.4","20140827"
"411","CN201030226768.3","20140827"
"412","CN201030226769.8","20140827"
"413","CN201030226770.0","20140827"
"414","CN201030228259.4","20140827"
"415","CN201030228260.7","20140827"
"416","CN201030228276.8","20140827"
"417","CN201030228277.2","20140827"
"418","CN201030228278.7","20140827"
"419","CN201030228286.1","20140827"
"420","CN201030228287.6","20140827"
"421","CN201030228289.5","20140827"
"422","CN201030228291.2","20140827"
"423","CN201030228293.1","20140827"
"424","CN201030228296.5","20140827"
"425","CN201030228297.X","20140827"
"426","CN201030228300.8","20140827"
"427","CN201030228302.7","20140827"
"428","CN201030228304.6","20140827"
"429","CN201030228305.0","20140827"
"430","CN201030228308.4","20140827"
"431","CN201030226793.1","20140827"
"432","CN201030226794.6","20140827"
"433","CN201030541289.0","20151125"
"434","CN201030660166.9","20150121"
"435","CN201030660168.8","20150121"
"436","CN201030660169.2","20150121"
"437","CN201030660172.4","20150121"
"438","CN201030682414.X","20150204"
"439","CN201030682415.4","20150204"
"440","CN201030682436.6","20150204"
"441","CN201030682437.0","20150204"
"442","CN201030682438.5","20150204"
"443","CN201030682439.X","20150204"
"444","CN201030682440.2","20150204"
"445","CN201030682441.7","20150204"
"446","CN201030682442.1","20150204"
"447","CN201030682443.6","20150204"
"448","CN201030682444.0","20150204"
"449","CN201030682445.5","20150204"
"450","CN201030682446.X","20150204"
"451","CN201030682447.4","20150204"
"452","CN201030682448.9","20150204"
"453","CN201030682449.3","20150204"
"454","CN201030682450.6","20150204"
"455","CN201030682461.4","20150204"
"456","CN201030682463.3","20150204"
"457","CN201030593861.8","20141217"
"458","CN201030593869.4","20141217"
"459","CN201030593870.7","20141217"
"460","CN201030593871.1","20141217"
"461","CN201030593874.5","20141217"
"462","CN201030593881.5","20141217"
"463","CN201030593883.4","20141217"
"464","CN201030593884.9","20141217"
"465","CN201030593885.3","20141217"
"466","CN201030593887.2","20141217"
"467","CN201030593889.1","20141217"
"468","CN201030593890.4","20141217"
"469","CN201030593897.6","20141217"
"470","CN201030593899.5","20141217"
"471","CN201030593916.5","20141217"
"472","CN201030593917.X","20141217"
"473","CN201030538603.X","20151118"
"474","CN201030538604.4","20151118"
"475","CN201030538617.1","20151118"
"476","CN201030538626.0","20151118"
"477","CN201030571200.5","20141210"
"478","CN201030571301.2","20141210"
"479","CN201030571302.7","20141210"
"480","CN201030571303.1","20141210"
"481","CN201030571304.6","20141210"
"482","CN201030571305.0","20141210"
"483","CN201030571306.5","20141210"
"484","CN201030571307.X","20141210"
"485","CN201030571308.4","20141210"
"486","CN201030571309.9","20141210"
"487","CN201030571311.6","20141210"
"488","CN201030571312.0","20141210"
"489","CN201030571314.X","20141210"
"490","CN201030571315.4","20141210"
"491","CN201030571331.3","20141210"
"492","CN201030571332.8","20141210"
"493","CN201030571333.2","20141210"
"494","CN201030571334.7","20141210"
"495","CN201030571337.0","20141210"
"496","CN201030571338.5","20141210"
"497","CN201030571339.X","20141210"
"498","CN201030571340.2","20141210"
"499","CN201030571366.7","20141210"
"500","CN201030571367.1","20141210"
"501","CN201030571368.6","20141210"
"502","CN201030571369.0","20141210"
"503","CN201030571370.3","20141210"
"504","CN201030571391.5","20141210"
"505","CN201030571392.X","20141210"
"506","CN201030571393.4","20141210"
"507","CN201030571456.6","20141210"
"508","CN201030571457.0","20141210"
"509","CN201030571458.5","20141210"
"510","CN201030571459.X","20141210"
"511","CN201030571460.2","20141210"
"512","CN201030571461.7","20141210"
"513","CN201030571462.1","20141210"
"514","CN201030554546.4","20141210"
"515","CN201030554547.9","20141210"
"516","CN201030554548.3","20141210"
"517","CN201030554549.8","20141210"
"518","CN201030554550.0","20141210"
"519","CN201030554551.5","20141210"
"520","CN201030554552.X","20141210"
"521","CN201030554553.4","20141210"
"522","CN201030554555.3","20141210"
"523","CN201030554596.2","20141210"
"524","CN201030554597.7","20141210"
"525","CN201030554598.1","20141210"
"526","CN201030554599.6","20141210"
"527","CN201030554600.5","20141210"
"528","CN201030554636.3","20141210"
"529","CN201030554637.8","20141210"
"530","CN201030554638.2","20141210"
"531","CN201030554640.X","20141210"
"532","CN201030554671.5","20141210"
"533","CN201030554672.X","20141210"
"534","CN201030554673.4","20141210"
"535","CN201030554674.9","20141210"
"536","CN201030554676.8","20141210"
"537","CN201030554678.7","20141210"
"538","CN201030554679.1","20141210"
"539","CN201030554681.9","20141210"
"540","CN201030554682.3","20141210"
"541","CN201030554683.8","20141210"
"542","CN201030554684.2","20141210"
"543","CN201030554685.7","20141210"
"544","CN201030554717.3","20141210"
"545","CN201030554718.8","20141210"
"546","CN201030554719.2","20141210"
"547","CN201030554764.8","20141210"
"548","CN201030554765.2","20141210"
"549","CN201030554766.7","20141210"
"550","CN201030554767.1","20141210"
"551","CN201030554768.6","20141210"
"552","CN201030554769.0","20141210"
"553","CN201030554770.3","20141210"
"554","CN201030554771.8","20141210"
"555","CN201030554772.2","20141210"
"556","CN201030554773.7","20141210"
"557","CN201030554774.1","20141210"
"558","CN201030554775.6","20141210"
"559","CN201030555763.5","20141210"
"560","CN201030582652.3","20141217"
"561","CN201030582658.0","20141217"
"562","CN201030582660.8","20141217"
"563","CN201030582661.2","20141217"
"564","CN201030582663.1","20141217"
"565","CN201030582664.6","20141217"
"566","CN201030582665.0","20141217"
"567","CN201030582666.5","20141217"
"568","CN201030582669.9","20141217"
"569","CN201030582684.3","20141217"
"570","CN201030582687.7","20141217"
"571","CN201030582688.1","20141217"
"572","CN201030672799.1","20150204"
"573","CN201030672800.0","20150204"
"574","CN201030672801.5","20150204"
"575","CN201030672803.4","20150204"
"576","CN201030672805.3","20150204"
"577","CN201030672806.8","20150204"
"578","CN201030672807.2","20150204"
"579","CN201030672808.7","20150204"
"580","CN201030672810.4","20150204"
"581","CN201030672802.X","20150204"
"582","CN201030672804.9","20150204"
"583","CN201030672809.1","20150204"
"584","CN201030672813.8","20150204"
"585","CN201030672814.2","20150204"
"586","CN201030672815.7","20150204"
"587","CN201030672816.1","20150204"
"588","CN201030672817.6","20150204"
"589","CN201030672818.0","20150204"
"590","CN201030672811.9","20150204"
"591","CN201030672812.3","20150204"
"592","CN201030660177.7","20150121"
"593","CN201030660178.1","20150121"
"594","CN201030660179.6","20150121"
"595","CN201030660181.3","20150121"
"596","CN201030660182.8","20150121"
"597","CN201030660119.4","20150121"
"598","CN201030660120.7","20150121"
"599","CN201030660151.2","20150121"
"600","CN201030660152.7","20150121"
"601","CN201030660153.1","20150121"
"602","CN201030660154.6","20150121"
"603","CN201030660155.0","20150121"
"604","CN201030660156.5","20150121"
"605","CN201030660157.X","20150121"
"606","CN201030660158.4","20130213"
"607","CN201030660159.9","20150121"
"608","CN201030660160.1","20150121"
"609","CN201030660162.0","20150121"
"610","CN201030508449.1","20121114"
"611","CN201030508450.4","20121114"
"612","CN201030508477.3","20121114"
"613","CN201030508480.5","20121114"
"614","CN201030508484.3","20121114"
"615","CN201030508486.2","20121114"
"616","CN201030508488.1","20121114"
"617","CN201030508490.9","20121114"
"618","CN201030508491.3","20121114"
"619","CN201030508523.X","20121114"
"620","CN201030586250.0","20141217"
"621","CN201030586256.8","20141217"
"622","CN201030586257.2","20141217"
"623","CN201030586259.1","20141217"
"624","CN201030586261.9","20141217"
"625","CN201030586263.8","20141217"
"626","CN201030586264.2","20130102"
"627","CN201030586265.7","20141217"
"628","CN201030586276.5","20141217"
"629","CN201030586280.1","20141217"
"630","CN201030586281.6","20141217"
"631","CN201030586282.0","20141217"
"632","CN201030586283.5","20141217"
"633","CN201030586285.4","20141217"
"634","CN201030586288.8","20141217"
"635","CN201030586290.5","20141217"
"636","CN201030586291.X","20141217"
"637","CN201030582692.8","20141217"
"638","CN201030582693.2","20141217"
"639","CN201030582694.7","20141217"
"640","CN201030582696.6","20141217"
"641","CN201030582697.0","20141217"
"642","CN201030582699.X","20141217"
"643","CN201030582700.9","20141217"
"644","CN201030582715.5","20141217"
"645","CN201030582718.9","20141217"
"646","CN201030582721.0","20141217"
"647","CN201030582723.X","20141217"
"648","CN201030582736.7","20141217"
"649","CN201030605993.8","20141224"
"650","CN201030606019.3","20141224"
"651","CN201030606063.4","20141224"
"652","CN201030606116.2","20141224"
"653","CN201030605858.3","20141224"
"654","CN201030605886.5","20141224"
"655","CN201030605892.0","20141224"
"656","CN201030582689.6","20141217"
"657","CN201030582690.9","20141217"
"658","CN201030582724.4","20141217"
"659","CN201030582651.9","20141217"
"660","CN201030582653.8","20141217"
"661","CN201030582654.2","20141217"
"662","CN201030582681.X","20141217"
"663","CN201030582682.4","20141217"
"664","CN201030586260.4","20141217"
"665","CN201030586277.X","20141217"
"666","CN201030586278.4","20141217"
"667","CN201030586279.9","20141217"
"668","CN201030593900.4","20141217"
"669","CN201030593906.1","20141217"
"670","CN201030593908.0","20141217"
"671","CN201030593910.8","20141217"
"672","CN201030593913.1","20141217"
"673","CN201030593914.6","20141217"
"674","CN201030593918.4","20141217"
"675","CN201030605483.0","20141224"
"676","CN201030605681.7","20141224"
"677","CN201030605706.3","20141224"
"678","CN201030605729.4","20141224"
"679","CN201030605740.0","20141224"
"680","CN201030605506.8","20141224"
"681","CN201030605530.1","20141224"
"682","CN201030605558.5","20141224"
"683","CN201030605602.2","20141224"
"684","CN201030605766.5","20141224"
"685","CN201030605807.0","20141224"
"686","CN201030605810.2","20141224"
"687","CN201030605817.4","20141224"
"688","CN201030605835.2","20141224"
"689","CN201030605844.1","20141224"
"690","CN201030605605.6","20141224"
"691","CN201030616509.1","20141231"
"692","CN201030616530.1","20141231"
"693","CN201030616534.X","20141231"
"694","CN201030616536.9","20141231"
"695","CN201030616539.2","20141231"
"696","CN201030616540.5","20141231"
"697","CN201030616541.X","20141231"
"698","CN201030616550.9","20141231"
"699","CN201030616555.1","20141231"
"700","CN201030616556.6","20141231"
"701","CN201030616558.5","20141231"
"702","CN201030616559.X","20141231"
"703","CN201030616526.5","20141231"
"704","CN201030616542.4","20141231"
"705","CN201030617323.8","20141231"
"706","CN201030617389.7","20141231"
"707","CN201030617299.8","20141231"
"708","CN201030617357.7","20141231"
"709","CN201030617366.6","20141231"
"710","CN201030616544.3","20141231"
"711","CN201030616557.0","20141231"
"712","CN201030616560.2","20141231"
"713","CN201030616561.7","20141231"
"714","CN201030616548.1","20141231"
"715","CN201030564492.X","20141210"
"716","CN201130000595.8","20140305"
"717","CN201130000607.7","20140305"
"718","CN201130000609.6","20150225"
"719","CN201130021067.0","20140402"
"720","CN201130021070.2","20140402"
"721","CN201130021078.9","20150401"
"722","CN201130021081.0","20150401"
"723","CN201130021082.5","20150401"
"724","CN201130021084.4","20150401"
"725","CN201130021085.9","20140402"
"726","CN201130021086.3","20140402"
"727","CN201130021069.X","20150401"
"728","CN201130021076.X","20150401"
"729","CN201130021077.4","20150401"
"730","CN201130021079.3","20150401"
"731","CN201130105438.3","20160622"
"732","CN201130105439.8","20160622"
"733","CN201130105440.0","20160622"
"734","CN201130105466.5","20160622"
"735","CN201130105467.X","20160622"
"736","CN201130105468.4","20160622"
"737","CN201230191746.7","20160720"
"738","CN201230220357.2","20160803"
"739","CN201230220361.9","20160803"
"740","CN201230220317.8","20160803"
"741","CN201230220331.8","20160803"
"742","CN201230220375.0","20160803"
"743","CN201230220380.1","20160803"
"744","CN201130206159.6","20160817"
"745","CN201130206158.1","20160817"
"746","CN201130206157.7","20160817"
"747","CN201130206156.2","20160817"
"748","CN201130206155.8","20160817"
"749","CN201130206154.3","20160817"
"750","CN201130206153.9","20160817"
"751","CN201130206152.4","20160817"
"752","CN201130206151.X","20160817"
"753","CN201130206150.5","20160817"
"754","CN201130206149.2","20160817"
"755","CN201130206148.8","20160817"
"756","CN201130206147.3","20160817"
"757","CN201130206145.4","20160817"
"758","CN201130206144.X","20160817"
"759","CN201130206141.6","20160817"
"760","CN201130206140.1","20160817"
"761","CN201130206139.9","20160817"
"762","CN201130206138.4","20160817"
"763","CN201130206137.X","20160817"
"764","CN201130206136.5","20160817"
"765","CN201130206135.0","20160817"
"766","CN201130206134.6","20160817"
"767","CN201130206133.1","20160817"
"768","CN201130206132.7","20160817"
"769","CN201130206131.2","20160817"
"770","CN201130206130.8","20160817"
"771","CN201130206129.5","20160817"
"772","CN201130206127.6","20160817"
"773","CN201130206126.1","20160817"
"774","CN201130206125.7","20160817"
"775","CN201130206124.2","20160817"
"776","CN201130206123.8","20160817"
"777","CN201130206122.3","20160817"
"778","CN201130206183.X","20160817"
"779","CN201130206182.5","20160817"
"780","CN201130206181.0","20160817"
"781","CN201130206180.6","20160817"
"782","CN201130206179.3","20160817"
"783","CN201130206178.9","20160817"
"784","CN201130206177.4","20160817"
"785","CN201130206176.X","20160817"
"786","CN201130206175.5","20160817"
"787","CN201130206174.0","20160817"
"788","CN201130206173.6","20160817"
"789","CN201130206172.1","20160817"
"790","CN201130206171.7","20160817"
"791","CN201130206170.2","20160817"
"792","CN201130206169.X","20160817"
"793","CN201130206168.5","20160817"
"794","CN201130206167.0","20160817"
"795","CN201130206166.6","20160817"
"796","CN201130206165.1","20160817"
"797","CN201130206163.2","20160817"
"798","CN201130206162.8","20160817"
"799","CN201130206161.3","20160817"
"800","CN201130206160.9","20160817"
"801","CN201030230488.X","20160824"
"802","CN201030225337.5","20160824"
"803","CN201030230479.0","20160824"
"804","CN201030225339.4","20160824"
"805","CN201030230477.1","20160824"
"806","CN201030230489.4","20160824"
"807","CN201030225335.6","20160824"
"808","CN201030230482.2","20160824"
"809","CN201030225331.8","20160824"
"810","CN201030230469.7","20160824"
"811","CN201030225336.0","20160824"
"812","CN201030230462.5","20160824"
"813","CN201030230483.7","20160824"
"814","CN201030230487.5","20160824"
"815","CN201030225326.7","20160824"
"816","CN201030230463.X","20160824"
"817","CN201030230473.3","20160824"
"818","CN201030230476.7","20160824"
"819","CN201030230484.1","20160824"
"820","CN201030230467.8","20160824"
"821","CN201030230486.0","20160824"
"822","CN201030230466.3","20160824"
