"","SQH","SXRQ"
"100","CN201420421730.4","20160511"
"101","CN201420577386.8","20160706"
"102","CN201420367048.1","20160817"
"103","CN201320868013.1","20160817"
"104","CN201420377883.3","20160914"
"105","CN201020691141.X","20130306"
"106","CN201020691994.3","20130306"
"107","CN201020691910.6","20130227"
"108","CN201020691953.4","20130306"
"109","CN201320636070.7","20151230"
"110","CN201420570267.X","20160824"
"111","CN201420430947.1","20161005"
"112","CN201020691141.X","20130306"
"113","CN201020691994.3","20130306"
"114","CN201020691910.6","20130227"
"115","CN201020691953.4","20130306"
"116","CN201320636070.7","20151230"
"117","CN201420570267.X","20160824"
"118","CN201420430947.1","20161005"
"119","CN201220673895.1","20150520"
"120","CN201320825357.4","20160413"
"121","CN201120466939.9","20160113"
"122","CN201020517889.8","20161026"
"123","CN201020517901.5","20161026"
"124","CN201020192272.3","20130306"
"125","CN201020602329.2","20131002"
"126","CN201220744213.1","20140910"
"127","CN201120032540.X","20130306"
"128","CN201120032558.X","20130306"
"129","CN201320278375.5","20151028"
"130","CN201020540487.X","20161109"
"131","CN201020540489.9","20161109"
"132","CN201020540498.8","20161109"
"133","CN201020192272.3","20130306"
"134","CN201020602329.2","20131002"
"135","CN201220744213.1","20140910"
"136","CN201120032540.X","20130306"
"137","CN201120032558.X","20130306"
"138","CN201320278375.5","20151028"
"139","CN201020540487.X","20161109"
"140","CN201020540489.9","20161109"
"141","CN201020540498.8","20161109"
"142","CN201230409647.1","20161019"
"143","CN201130303601.7","20161026"
"144","CN201220430562.6","20160323"
"145","CN201220609805.2","20160601"
"146","CN201120324006.6","20161019"
"147","CN201120323839.0","20161019"
"148","CN201120323825.9","20161019"
"149","CN201220430471.2","20161019"
"150","CN201220470877.3","20161109"
"151","CN201220470888.1","20161109"
"152","CN201220470896.6","20161109"
"153","CN201220470858.0","20161109"
"154","CN201220470851.9","20161109"
"155","CN201220470915.5","20161109"
"156","CN201220470913.6","20161109"
"157","CN201220470927.8","20161109"
"158","CN201220470422.1","20161109"
"159","CN201220470424.0","20161109"
"160","CN201220462164.2","20161109"
"161","CN201220470460.7","20161109"
"162","CN201120333811.5","20161109"
"163","CN201120333810.0","20161109"
"164","CN201120333808.3","20161109"
"165","CN201120333805.X","20161109"
"166","CN201120333802.6","20161109"
"167","CN201120333800.7","20161109"
"168","CN201220511803.X","20161130"
"169","CN200920224184.4","20161130"
"170","CN201120333811.5","20161109"
"171","CN201120333810.0","20161109"
"172","CN201120333808.3","20161109"
"173","CN201120333805.X","20161109"
"174","CN201120333802.6","20161109"
"175","CN201120333800.7","20161109"
"176","CN201220511803.X","20161130"
"177","CN200920224184.4","20161130"
"178","CN201220165348.2","20140115"
"179","CN201220165351.4","20140115"
"180","CN201220185846.3","20150902"
"181","CN201320356132.9","20151209"
"182","CN201320356162.X","20150610"
"183","CN201110170532.6","20131106"
"184","CN201210197928.4","20140312"
"185","CN201210215162.8","20131106"
"186","CN201010258774.6","20131127"
"187","CN201410090689.1","20151202"
"188","CN201310389667.0","20150513"
"189","CN201310618380.0","20150415"
"190","CN201310637513.9","20150617"
"191","CN201310617836.1","20150520"
"192","CN201310464568.4","20141105"
"193","CN201130105560.0","20160622"
"194","CN201130105576.1","20160622"
"195","CN201130105577.6","20160622"
"196","CN201130105578.0","20160622"
"197","CN201130105582.7","20160622"
"198","CN201220211940.1","20130925"
"199","CN201220691516.1","20150204"
"200","CN201220691534.X","20150204"
"201","CN201220691821.0","20150204"
"202","CN201010285508.2","20141105"
"203","CN201020533997.4","20120425"
"204","CN201020534023.8","20120502"
"205","CN201320528046.1","20160427"
"206","CN201320842861.5","20160824"
"207","CN201420048917.4","20160817"
"208","CN201420469504.3","20161012"
"209","CN201420469212.X","20161012"
"210","CN201420468802.0","20161012"
"211","CN201420468973.3","20161012"
"212","CN201320512550.2","20161012"
"213","CN201320513139.7","20161019"
"214","CN201320527615.0","20161019"
"215","CN201320527620.1","20161019"
"216","CN201320527695.X","20161019"
"217","CN201420469212.X","20161012"
"218","CN201420468802.0","20161012"
"219","CN201420468973.3","20161012"
"220","CN201320512550.2","20161012"
"221","CN201320513139.7","20161019"
"222","CN201320527615.0","20161019"
"223","CN201320527620.1","20161019"
"224","CN201320527695.X","20161019"
"225","CN201020687453.3","20120530"
"226","CN201020657593.6","20120125"
"227","CN201420471364.3","20160309"
"228","CN201220076031.1","20140702"
"229","CN201220170469.6","20140917"
"230","CN201020208222.X","20131120"
"231","CN201020237185.5","20130306"
"232","CN201120201003.3","20140730"
"233","CN201120442422.6","20150225"
"234","CN201120502244.1","20150916"
"235","CN201320601181.4","20151021"
"236","CN201220191199.7","20160120"
"237","CN201420005607.4","20160217"
"238","CN201420031942.1","20160217"
"239","CN201320652360.0","20160420"
"240","CN201420090040.5","20160518"
"241","CN201320629875.9","20160622"
"242","CN201210577118.1","20150729"
"243","CN201210565310.9","20150429"
"244","CN201210581165.3","20150624"
"245","CN201210585483.7","20150325"
"246","CN201210584370.5","20150429"
"247","CN201210585540.1","20150121"
"248","CN201210586492.8","20150729"
"249","CN201210593900.2","20150729"
"250","CN201210590729.X","20150121"
"251","CN201010613332.9","20130508"
"252","CN201320329680.2","20150722"
"253","CN201120021837.6","20160316"
"254","CN201120405809.4","20151209"
"255","CN201120405574.9","20151209"
"256","CN201010294015.5","20151111"
"257","CN200910262124.6","20160210"
"258","CN200910261118.9","20160210"
"259","CN200910253993.2","20160127"
"260","CN201010586801.2","20160203"
"261","CN201020551409.X","20121205"
"262","CN201020534418.8","20151104"
"263","CN201020534348.6","20151104"
"264","CN201020534363.0","20151104"
"265","CN201020534350.3","20151111"
"266","CN201020585567.7","20151223"
"267","CN201120006251.2","20160302"
"268","CN201020620348.8","20160113"
"269","CN201020626105.5","20160113"
"270","CN201020639560.9","20160120"
"271","CN201020645519.2","20160120"
"272","CN201020668677.X","20160210"
"273","CN201020668678.4","20160210"
"274","CN201020651542.2","20160127"
"275","CN201020182572.3","20160622"
"276","CN201020659128.6","20140827"
"277","CN201020659153.4","20160127"
"278","CN201020659155.3","20160127"
"279","CN201020544792.6","20151111"
"280","CN201020549255.0","20151118"
"281","CN201020192117.1","20160629"
"282","CN201020567354.1","20151209"
"283","CN201120169080.5","20160720"
"284","CN201120169091.3","20160720"
"285","CN201020659128.6","20140827"
"286","CN201020659153.4","20160127"
"287","CN201020659155.3","20160127"
"288","CN201020544792.6","20151111"
"289","CN201020549255.0","20151118"
"290","CN201020192117.1","20160629"
"291","CN201020567354.1","20151209"
"292","CN201120169080.5","20160720"
"293","CN201120169091.3","20160720"
"294","CN201220661374.4","20140409"
"295","CN201120073146.0","20130227"
"296","CN201120523650.6","20131023"
"297","CN201220440549.9","20150527"
"298","CN201320100941.3","20151118"
"299","CN201420228097.7","20151118"
"300","CN201320880292.3","20160608"
"301","CN201220661374.4","20140409"
"302","CN201120073146.0","20130227"
"303","CN201120523650.6","20131023"
"304","CN201220440549.9","20150527"
"305","CN201320100941.3","20151118"
"306","CN201420228097.7","20151118"
"307","CN201320880292.3","20160608"
"308","CN201020519044.2","20130306"
"309","CN201020519051.2","20120711"
"310","CN201120311370.9","20140723"
"311","CN201120531028.X","20150520"
"312","CN201120331263.2","20151014"
"313","CN201120058209.5","20160427"
"314","CN201220192208.4","20160622"
"315","CN201020519044.2","20130306"
"316","CN201020519051.2","20120711"
"317","CN201120311370.9","20140723"
"318","CN201120531028.X","20150520"
"319","CN201120331263.2","20151014"
"320","CN201120058209.5","20160427"
"321","CN201220192208.4","20160622"
"322","CN201020245658.6","20120523"
"323","CN201120010972.0","20120815"
"324","CN201020526400.3","20131106"
"325","CN201020526401.8","20131106"
"326","CN201020526396.0","20131106"
"327","CN201120450952.5","20160106"
"328","CN201120392116.6","20161130"
"329","CN201120392142.9","20161130"
"330","CN201120393543.6","20161130"
"331","CN201020526400.3","20131106"
"332","CN201020526401.8","20131106"
"333","CN201020526396.0","20131106"
"334","CN201120450952.5","20160106"
"335","CN201120392116.6","20161130"
"336","CN201120392142.9","20161130"
"337","CN201120393543.6","20161130"
"338","CN201230113260.1","20150603"
"339","CN201130037921.2","20140507"
"340","CN201020681921.6","20130227"
"341","CN201120059621.9","20140507"
"342","CN201320305431.X","20160106"
"343","CN201320305461.0","20150708"
"344","CN201020699794.2","20160217"
"345","CN201020699812.7","20131204"
"346","CN201220311919.9","20160817"
"347","CN201120527546.4","20130731"
"348","CN201010505910.7","20141210"
"349","CN201010505942.7","20141210"
"350","CN201110126669.1","20150708"
"351","CN201220224991.8","20140409"
"352","CN201220224996.0","20140409"
"353","CN201220245879.2","20140716"
"354","CN201020251285.3","20111130"
"355","CN201220694428.7","20150527"
"356","CN201220481024.X","20140409"
"357","CN201320378387.5","20150415"
"358","CN201020212972.4","20111130"
"359","CN201020212975.8","20111130"
"360","CN201020212980.9","20120502"
"361","CN201320378475.5","20150902"
"362","CN201220694363.6","20150916"
"363","CN201320378011.4","20150916"
"364","CN201320454315.4","20150916"
"365","CN201420428684.0","20150916"
"366","CN201320454338.5","20151209"
"367","CN201320455462.3","20160113"
"368","CN201420428834.8","20151209"
"369","CN201420424077.7","20151209"
"370","CN201220480893.0","20160120"
"371","CN201220480846.6","20160217"
"372","CN201320454828.5","20160217"
"373","CN201420428812.1","20160420"
"374","CN201020508556.9","20141022"
"375","CN201420424464.0","20160518"
"376","CN201420428640.8","20160615"
"377","CN201220225014.X","20160629"
"378","CN201420428814.0","20160622"
"379","CN201220245831.1","20160720"
"380","CN201320454824.7","20160810"
"381","CN201420428813.6","20160824"
"382","CN201130377496.1","20151216"
"383","CN201130011862.1","20140312"
"384","CN201130011863.6","20140312"
"385","CN201130427342.9","20160113"
"386","CN201130427349.0","20160113"
"387","CN201130377498.0","20151216"
"388","CN201230590357.1","20150114"
"389","CN201230590361.8","20150114"
"390","CN201230590365.6","20150114"
"391","CN201230590403.8","20150114"
"392","CN201230590522.3","20150114"
"393","CN201230590523.8","20150114"
"394","CN201230590525.7","20150114"
"395","CN201230590555.8","20150114"
"396","CN201230643555.X","20150204"
"397","CN201230643546.0","20150204"
"398","CN201230466056.8","20141119"
"399","CN201230467039.6","20141119"
"400","CN201230261835.4","20140813"
"401","CN201230261821.2","20140813"
"402","CN201230261858.5","20140813"
"403","CN201230261875.9","20140813"
"404","CN201230421917.0","20141022"
"405","CN201230023298.X","20160323"
"406","CN201030110082.8","20130403"
"407","CN201030110083.2","20130403"
"408","CN201030643151.1","20150114"
"409","CN201030643155.X","20160120"
"410","CN201030643175.7","20150114"
"411","CN201030643183.1","20160120"
"412","CN201030643194.X","20150114"
"413","CN201030643257.1","20150114"
"414","CN201030643260.3","20150114"
"415","CN201030643298.0","20150114"
"416","CN201030643202.0","20150114"
"417","CN201030643206.9","20150114"
"418","CN201030643233.6","20150114"
"419","CN201030643239.3","20150114"
"420","CN201030643245.9","20150114"
"421","CN201030643252.9","20150114"
"422","CN201030643276.4","20150114"
"423","CN201130250783.6","20141008"
"424","CN201130250797.8","20141008"
"425","CN201130211881.9","20140827"
"426","CN201130211754.9","20140827"
"427","CN201130188465.1","20140813"
"428","CN201130188468.5","20140813"
"429","CN201130188475.5","20140813"
"430","CN201130188476.X","20140813"
"431","CN201130188477.4","20140813"
"432","CN201130188479.3","20140813"
"433","CN201130188480.6","20140813"
"434","CN201130188484.4","20140813"
"435","CN201130188513.7","20140813"
"436","CN201130188544.2","20140813"
"437","CN201130303724.0","20141022"
"438","CN201130466726.1","20140205"
"439","CN201130466730.8","20140205"
"440","CN201130466742.0","20140205"
"441","CN201130466869.2","20140205"
"442","CN201130466873.9","20140205"
"443","CN201130466880.9","20140205"
"444","CN201130466915.9","20140205"
"445","CN201130466929.0","20140205"
"446","CN201130466934.1","20140205"
"447","CN201130466793.3","20140205"
"448","CN201130466705.X","20140205"
"449","CN201130466758.1","20140205"
"450","CN201130466888.5","20140205"
"451","CN201130466896.X","20160203"
"452","CN201130466912.5","20140205"
"453","CN201130466926.7","20140205"
"454","CN201130466933.7","20140205"
"455","CN201130466960.4","20140205"
"456","CN201130466923.3","20140205"
"457","CN201130466943.0","20140205"
"458","CN201130250780.2","20160921"
"459","CN201130305467.4","20161019"
"460","CN201130303734.4","20161019"
"461","CN201130303733.X","20161019"
"462","CN201130303723.6","20161019"
"463","CN201130304436.7","20161019"
"464","CN201030506343.8","20161026"
"465","CN201130317875.1","20161109"
"466","CN201130317861.X","20161109"
"467","CN201220101843.7","20140709"
"468","CN201020594363.X","20130306"
"469","CN201220461354.2","20141029"
"470","CN201220460833.2","20141029"
"471","CN201220460873.7","20141029"
"472","CN201220461123.1","20141029"
"473","CN201220461022.4","20141029"
"474","CN201220460974.4","20141029"
"475","CN201220632861.8","20150107"
"476","CN201220101557.0","20140507"
"477","CN201220461123.1","20141029"
"478","CN201220461022.4","20141029"
"479","CN201220460974.4","20141029"
"480","CN201220632861.8","20150107"
"481","CN201220101557.0","20140507"
"482","CN201330350405.4","20160907"
"483","CN201220561980.9","20140730"
"484","CN201420359892.X","20160203"
"485","CN201120178618.9","20160720"
"486","CN201320428415.X","20150415"
"487","CN201420525660.7","20160706"
